Date,Close
5/3/2017 16:00:00,147.06
5/4/2017 16:00:00,146.53
5/5/2017 16:00:00,148.96
5/8/2017 16:00:00,153.01
5/9/2017 16:00:00,153.99
5/10/2017 16:00:00,153.26
5/11/2017 16:00:00,153.95
5/12/2017 16:00:00,156.1
5/15/2017 16:00:00,155.7
5/16/2017 16:00:00,155.47
5/17/2017 16:00:00,150.25
5/18/2017 16:00:00,152.54
5/19/2017 16:00:00,153.06
5/22/2017 16:00:00,153.99
5/23/2017 16:00:00,153.8
5/24/2017 16:00:00,153.34
5/25/2017 16:00:00,153.87
5/26/2017 16:00:00,153.61
5/30/2017 16:00:00,153.67
5/31/2017 16:00:00,152.76
6/1/2017 16:00:00,153.18
6/2/2017 16:00:00,155.45
6/5/2017 16:00:00,153.93
6/6/2017 16:00:00,154.45
6/7/2017 16:00:00,155.37
6/8/2017 16:00:00,154.99
6/9/2017 16:00:00,148.98
6/12/2017 16:00:00,145.42
6/13/2017 16:00:00,146.59
6/14/2017 16:00:00,145.16
6/15/2017 16:00:00,144.29
6/16/2017 16:00:00,142.27
6/19/2017 16:00:00,146.34
6/20/2017 16:00:00,145.01
6/21/2017 16:00:00,145.87
6/22/2017 16:00:00,145.63
6/23/2017 16:00:00,146.28
6/26/2017 16:00:00,145.82
6/27/2017 16:00:00,143.73
6/28/2017 16:00:00,145.83
6/29/2017 16:00:00,143.68
6/30/2017 16:00:00,144.02
7/3/2017 16:00:00,143.5
7/5/2017 16:00:00,144.09
7/6/2017 16:00:00,142.73
7/7/2017 16:00:00,144.18
7/10/2017 16:00:00,145.06
7/11/2017 16:00:00,145.53
7/12/2017 16:00:00,145.74
7/13/2017 16:00:00,147.77
7/14/2017 16:00:00,149.04
7/17/2017 16:00:00,149.56
7/18/2017 16:00:00,150.08
7/19/2017 16:00:00,151.02
7/20/2017 16:00:00,150.34
7/21/2017 16:00:00,150.27
7/24/2017 16:00:00,152.09
7/25/2017 16:00:00,152.74
7/26/2017 16:00:00,153.46
7/27/2017 16:00:00,150.56
7/28/2017 16:00:00,149.5
7/31/2017 16:00:00,148.73
8/1/2017 16:00:00,150.05
8/2/2017 16:00:00,157.14
8/3/2017 16:00:00,155.57
8/4/2017 16:00:00,156.39
8/7/2017 16:00:00,158.81
8/8/2017 16:00:00,160.08
8/9/2017 16:00:00,161.06
8/10/2017 16:00:00,155.32
8/11/2017 16:00:00,157.48
8/14/2017 16:00:00,159.85
8/15/2017 16:00:00,161.6
8/16/2017 16:00:00,160.95
8/17/2017 16:00:00,157.86
8/18/2017 16:00:00,157.5
8/21/2017 16:00:00,157.21
8/22/2017 16:00:00,159.78
8/23/2017 16:00:00,159.98
8/24/2017 16:00:00,159.27
8/25/2017 16:00:00,159.86
8/28/2017 16:00:00,161.47
8/29/2017 16:00:00,162.91
8/30/2017 16:00:00,163.35
8/31/2017 16:00:00,164
9/1/2017 16:00:00,164.05
9/5/2017 16:00:00,162.08
9/6/2017 16:00:00,161.91
9/7/2017 16:00:00,161.26
9/8/2017 16:00:00,158.63
9/11/2017 16:00:00,161.5
9/12/2017 16:00:00,160.86
9/13/2017 16:00:00,159.65
9/14/2017 16:00:00,158.28
9/15/2017 16:00:00,159.88
9/18/2017 16:00:00,158.67
9/19/2017 16:00:00,158.73
9/20/2017 16:00:00,156.07
9/21/2017 16:00:00,153.39
9/22/2017 16:00:00,151.89
9/25/2017 16:00:00,150.55
9/26/2017 16:00:00,153.14
9/27/2017 16:00:00,154.23
9/28/2017 16:00:00,153.28
9/29/2017 16:00:00,154.12
10/2/2017 16:00:00,153.81
10/3/2017 16:00:00,154.48
10/4/2017 16:00:00,153.48
10/5/2017 16:00:00,155.39
10/6/2017 16:00:00,155.3
10/9/2017 16:00:00,155.84
10/10/2017 16:00:00,155.9
10/11/2017 16:00:00,156.55
10/12/2017 16:00:00,156
10/13/2017 16:00:00,156.99
10/16/2017 16:00:00,159.88
10/17/2017 16:00:00,160.47
10/18/2017 16:00:00,159.76
10/19/2017 16:00:00,155.98
10/20/2017 16:00:00,156.25
10/23/2017 16:00:00,156.17
10/24/2017 16:00:00,157.1
10/25/2017 16:00:00,156.41
10/26/2017 16:00:00,157.41
10/27/2017 16:00:00,163.05
10/30/2017 16:00:00,166.72
10/31/2017 16:00:00,169.04
11/1/2017 16:00:00,166.89
11/2/2017 16:00:00,168.11
11/3/2017 16:00:00,172.5
11/6/2017 16:00:00,174.25
11/7/2017 16:00:00,174.81
11/8/2017 16:00:00,176.24
11/9/2017 16:00:00,175.88
11/10/2017 16:00:00,174.67
11/13/2017 16:00:00,173.97
11/14/2017 16:00:00,171.34
11/15/2017 16:00:00,169.08
11/16/2017 16:00:00,171.1
11/17/2017 16:00:00,170.15
11/20/2017 16:00:00,169.98
11/21/2017 16:00:00,173.14
11/22/2017 16:00:00,174.96
11/24/2017 13:00:00,174.97
11/27/2017 16:00:00,174.09
11/28/2017 16:00:00,173.07
11/29/2017 16:00:00,169.48
11/30/2017 16:00:00,171.85
12/1/2017 16:00:00,171.05
12/4/2017 16:00:00,169.8
12/5/2017 16:00:00,169.64
12/6/2017 16:00:00,169.01
12/7/2017 16:00:00,169.32
12/8/2017 16:00:00,169.37
12/11/2017 16:00:00,172.67
12/12/2017 16:00:00,171.7
12/13/2017 16:00:00,172.27
12/14/2017 16:00:00,172.22
12/15/2017 16:00:00,173.97
12/18/2017 16:00:00,176.42
12/19/2017 16:00:00,174.54
12/20/2017 16:00:00,174.35
12/21/2017 16:00:00,175.01
12/22/2017 16:00:00,175.01
12/26/2017 16:00:00,170.57
12/27/2017 16:00:00,170.6
12/28/2017 16:00:00,171.08
12/29/2017 16:00:00,169.23
1/2/2018 16:00:00,172.26
1/3/2018 16:00:00,172.23
1/4/2018 16:00:00,173.03
1/5/2018 16:00:00,175
1/8/2018 16:00:00,174.35
1/9/2018 16:00:00,174.33
1/10/2018 16:00:00,174.29
1/11/2018 16:00:00,175.28
1/12/2018 16:00:00,177.09
1/16/2018 16:00:00,176.19
1/17/2018 16:00:00,179.1
1/18/2018 16:00:00,179.26
1/19/2018 16:00:00,178.46
1/22/2018 16:00:00,177
1/23/2018 16:00:00,177.04
1/24/2018 16:00:00,174.22
1/25/2018 16:00:00,171.11
1/26/2018 16:00:00,171.51
1/29/2018 16:00:00,167.96
1/30/2018 16:00:00,166.97
1/31/2018 16:00:00,167.43
2/1/2018 16:00:00,167.78
2/2/2018 16:00:00,160.5
2/5/2018 16:00:00,156.49
2/6/2018 16:00:00,163.03
2/7/2018 16:00:00,159.54
2/8/2018 16:00:00,155.15
2/9/2018 16:00:00,156.41
2/12/2018 16:00:00,162.71
2/13/2018 16:00:00,164.34
2/14/2018 16:00:00,167.37
2/15/2018 16:00:00,172.99
2/16/2018 16:00:00,172.43
2/20/2018 16:00:00,171.85
2/21/2018 16:00:00,171.07
2/22/2018 16:00:00,172.5
2/23/2018 16:00:00,175.5
2/26/2018 16:00:00,178.97
2/27/2018 16:00:00,178.39
2/28/2018 16:00:00,178.12
3/1/2018 16:00:00,175
3/2/2018 16:00:00,176.21
3/5/2018 16:00:00,176.82
3/6/2018 16:00:00,176.67
3/7/2018 16:00:00,175.03
3/8/2018 16:00:00,176.94
3/9/2018 16:00:00,179.98
3/12/2018 16:00:00,181.72
3/13/2018 16:00:00,179.97
3/14/2018 16:00:00,178.44
3/15/2018 16:00:00,178.65
3/16/2018 16:00:00,178.02
3/19/2018 16:00:00,175.3
3/20/2018 16:00:00,175.24
3/21/2018 16:00:00,171.27
3/22/2018 16:00:00,168.85
3/23/2018 16:00:00,164.94
3/26/2018 16:00:00,172.77
3/27/2018 16:00:00,168.34
3/28/2018 16:00:00,166.48
3/29/2018 16:00:00,167.78
4/2/2018 16:00:00,166.68
4/3/2018 16:00:00,168.39
4/4/2018 16:00:00,171.61
4/5/2018 16:00:00,172.8
4/6/2018 16:00:00,168.38
4/9/2018 16:00:00,170.05
4/10/2018 16:00:00,173.25
4/11/2018 16:00:00,172.44
4/12/2018 16:00:00,174.14
4/13/2018 16:00:00,174.73
4/16/2018 16:00:00,175.82
4/17/2018 16:00:00,178.24
4/18/2018 16:00:00,177.84
4/19/2018 16:00:00,172.8
4/20/2018 16:00:00,165.72
4/23/2018 16:00:00,165.24
4/24/2018 16:00:00,162.94
4/25/2018 16:00:00,163.65
4/26/2018 16:00:00,164.22
4/27/2018 16:00:00,162.32
4/30/2018 16:00:00,165.26
5/1/2018 16:00:00,169.1
5/2/2018 16:00:00,176.57
5/3/2018 16:00:00,176.89
5/4/2018 16:00:00,183.83
5/7/2018 16:00:00,185.16
5/8/2018 16:00:00,186.05
5/9/2018 16:00:00,187.36
5/10/2018 16:00:00,190.04
5/11/2018 16:00:00,188.59
5/14/2018 16:00:00,188.15
5/15/2018 16:00:00,186.44
5/16/2018 16:00:00,188.18
5/17/2018 16:00:00,186.99
5/18/2018 16:00:00,186.31
5/21/2018 16:00:00,187.63
5/22/2018 16:00:00,187.16
5/23/2018 16:00:00,188.36
5/24/2018 16:00:00,188.15
5/25/2018 16:00:00,188.58
5/29/2018 16:00:00,187.9
5/30/2018 16:00:00,187.5
5/31/2018 16:00:00,186.87
6/1/2018 16:00:00,190.24
6/4/2018 16:00:00,191.83
6/5/2018 16:00:00,193.31
6/6/2018 16:00:00,193.98
6/7/2018 16:00:00,193.46
6/8/2018 16:00:00,191.7
6/11/2018 16:00:00,191.23
6/12/2018 16:00:00,192.28
6/13/2018 16:00:00,190.7
6/14/2018 16:00:00,190.8
6/15/2018 16:00:00,188.84
6/18/2018 16:00:00,188.74
6/19/2018 16:00:00,185.69
6/20/2018 16:00:00,186.5
6/21/2018 16:00:00,185.46
6/22/2018 16:00:00,184.92
6/25/2018 16:00:00,182.17
6/26/2018 16:00:00,184.43
6/27/2018 16:00:00,184.16
6/28/2018 16:00:00,185.5
6/29/2018 16:00:00,185.11
7/2/2018 16:00:00,187.18
7/3/2018 13:00:00,183.92
7/5/2018 16:00:00,185.4
7/6/2018 16:00:00,187.97
7/9/2018 16:00:00,190.58
7/10/2018 16:00:00,190.35
7/11/2018 16:00:00,187.88
7/12/2018 16:00:00,191.03
7/13/2018 16:00:00,191.33
7/16/2018 16:00:00,190.91
7/17/2018 16:00:00,191.45
7/18/2018 16:00:00,190.4
7/19/2018 16:00:00,191.88
7/20/2018 16:00:00,191.44
7/23/2018 16:00:00,191.44
7/24/2018 16:00:00,193
7/25/2018 16:00:00,194.82
7/26/2018 16:00:00,194.21
7/27/2018 16:00:00,190.98
7/30/2018 16:00:00,189.91
7/31/2018 16:00:00,190.29
8/1/2018 16:00:00,201.5
8/2/2018 16:00:00,207.39
8/3/2018 16:00:00,207.99
8/6/2018 16:00:00,209.07
8/7/2018 16:00:00,207.11
8/8/2018 16:00:00,207.25
8/9/2018 16:00:00,208.88
8/10/2018 16:00:00,207.53
8/13/2018 16:00:00,208.87
8/14/2018 16:00:00,209.75
8/15/2018 16:00:00,210.24
8/16/2018 16:00:00,213.32
8/17/2018 16:00:00,217.58
8/20/2018 16:00:00,215.46
8/21/2018 16:00:00,215.04
8/22/2018 16:00:00,215.05
8/23/2018 16:00:00,215.49
8/24/2018 16:00:00,216.16
8/27/2018 16:00:00,217.94
8/28/2018 16:00:00,219.7
8/29/2018 16:00:00,222.98
8/30/2018 16:00:00,225.03
8/31/2018 16:00:00,227.63
9/4/2018 16:00:00,228.36
9/5/2018 16:00:00,226.87
9/6/2018 16:00:00,223.1
9/7/2018 16:00:00,221.3
9/10/2018 16:00:00,218.33
9/11/2018 16:00:00,223.85
9/12/2018 16:00:00,221.07
9/13/2018 16:00:00,226.41
9/14/2018 16:00:00,223.84
9/17/2018 16:00:00,217.88
9/18/2018 16:00:00,218.24
9/19/2018 16:00:00,218.37
9/20/2018 16:00:00,220.03
9/21/2018 16:00:00,217.66
9/24/2018 16:00:00,220.79
9/25/2018 16:00:00,222.19
9/26/2018 16:00:00,220.42
9/27/2018 16:00:00,224.95
9/28/2018 16:00:00,225.74
10/1/2018 16:00:00,227.26
10/2/2018 16:00:00,229.28
10/3/2018 16:00:00,232.07
10/4/2018 16:00:00,227.99
10/5/2018 16:00:00,224.29
10/8/2018 16:00:00,223.77
10/9/2018 16:00:00,226.87
10/10/2018 16:00:00,216.36
10/11/2018 16:00:00,214.45
10/12/2018 16:00:00,222.11
10/15/2018 16:00:00,217.36
10/16/2018 16:00:00,222.15
10/17/2018 16:00:00,221.19
10/18/2018 16:00:00,216.02
10/19/2018 16:00:00,219.31
10/22/2018 16:00:00,220.65
10/23/2018 16:00:00,222.73
10/24/2018 16:00:00,215.09
10/25/2018 16:00:00,219.8
10/26/2018 16:00:00,216.3
10/29/2018 16:00:00,212.24
10/30/2018 16:00:00,213.3
10/31/2018 16:00:00,218.86
11/1/2018 16:00:00,222.22
11/2/2018 16:00:00,207.48
11/5/2018 16:00:00,201.59
11/6/2018 16:00:00,203.77
11/7/2018 16:00:00,209.95
11/8/2018 16:00:00,208.49
11/9/2018 16:00:00,204.47
11/12/2018 16:00:00,194.17
11/13/2018 16:00:00,192.23
11/14/2018 16:00:00,186.8
11/15/2018 16:00:00,191.41
11/16/2018 16:00:00,193.53
11/19/2018 16:00:00,185.86
11/20/2018 16:00:00,176.98
11/21/2018 16:00:00,176.78
11/23/2018 13:00:00,172.29
11/26/2018 16:00:00,174.62
11/27/2018 16:00:00,174.24
11/28/2018 16:00:00,180.94
11/29/2018 16:00:00,179.55
11/30/2018 16:00:00,178.58
12/3/2018 16:00:00,184.82
12/4/2018 16:00:00,176.69
12/6/2018 16:00:00,174.72
12/7/2018 16:00:00,168.49
12/10/2018 16:00:00,169.6
12/11/2018 16:00:00,168.63
12/12/2018 16:00:00,169.1
12/13/2018 16:00:00,170.95
12/14/2018 16:00:00,165.48
12/17/2018 16:00:00,163.94
12/18/2018 16:00:00,166.07
12/19/2018 16:00:00,160.89
12/20/2018 16:00:00,156.83
12/21/2018 16:00:00,150.73
12/24/2018 13:00:00,146.83
12/26/2018 16:00:00,157.17
12/27/2018 16:00:00,156.15
12/28/2018 16:00:00,156.23
12/31/2018 16:00:00,157.74
1/2/2019 16:00:00,157.92
1/3/2019 16:00:00,142.19
1/4/2019 16:00:00,148.26
1/7/2019 16:00:00,147.93
1/8/2019 16:00:00,150.75
1/9/2019 16:00:00,153.31
1/10/2019 16:00:00,153.8
1/11/2019 16:00:00,152.29
1/14/2019 16:00:00,150
1/15/2019 16:00:00,153.07
1/16/2019 16:00:00,154.94
1/17/2019 16:00:00,155.86
1/18/2019 16:00:00,156.82
1/22/2019 16:00:00,153.3
1/23/2019 16:00:00,153.92
1/24/2019 16:00:00,152.7
1/25/2019 16:00:00,157.76
1/28/2019 16:00:00,156.3
1/29/2019 16:00:00,154.68
1/30/2019 16:00:00,165.25
1/31/2019 16:00:00,166.44
2/1/2019 16:00:00,166.52
2/4/2019 16:00:00,171.25
2/5/2019 16:00:00,174.18
2/6/2019 16:00:00,174.24
2/7/2019 16:00:00,170.94
2/8/2019 16:00:00,170.41
2/11/2019 16:00:00,169.43
2/12/2019 16:00:00,170.89
2/13/2019 16:00:00,170.18
2/14/2019 16:00:00,170.8
2/15/2019 16:00:00,170.42
2/19/2019 16:00:00,170.93
2/20/2019 16:00:00,172.03
2/21/2019 16:00:00,171.06
2/22/2019 16:00:00,172.97
2/25/2019 16:00:00,174.23
2/26/2019 16:00:00,174.33
2/27/2019 16:00:00,174.87
2/28/2019 16:00:00,173.15
3/1/2019 16:00:00,174.97
3/4/2019 16:00:00,175.85
3/5/2019 16:00:00,175.53
3/6/2019 16:00:00,174.52
3/7/2019 16:00:00,172.5
3/8/2019 16:00:00,172.91
3/11/2019 16:00:00,178.9
3/12/2019 16:00:00,180.91
3/13/2019 16:00:00,181.71
3/14/2019 16:00:00,183.73
3/15/2019 16:00:00,186.12
3/18/2019 16:00:00,188.02
3/19/2019 16:00:00,186.53
3/20/2019 16:00:00,188.16
3/21/2019 16:00:00,195.09
3/22/2019 16:00:00,191.05
3/25/2019 16:00:00,188.74
3/26/2019 16:00:00,186.79
3/27/2019 16:00:00,188.47
3/28/2019 16:00:00,188.72
3/29/2019 16:00:00,189.95
4/1/2019 16:00:00,191.24
4/2/2019 16:00:00,194.02
4/3/2019 16:00:00,195.35
4/4/2019 16:00:00,195.69
4/5/2019 16:00:00,197
4/8/2019 16:00:00,200.1
4/9/2019 16:00:00,199.5
4/10/2019 16:00:00,200.62
4/11/2019 16:00:00,198.95
4/12/2019 16:00:00,198.87
4/15/2019 16:00:00,199.23
4/16/2019 16:00:00,199.25
4/17/2019 16:00:00,203.13
4/18/2019 16:00:00,203.86
4/22/2019 16:00:00,204.53
4/23/2019 16:00:00,207.48
4/24/2019 16:00:00,207.16
4/25/2019 16:00:00,205.28
4/26/2019 16:00:00,204.3
4/29/2019 16:00:00,204.61
4/30/2019 16:00:00,200.67
5/1/2019 16:00:00,210.52
5/2/2019 16:00:00,209.15
5/3/2019 16:00:00,211.75
5/6/2019 16:00:00,208.48
5/7/2019 16:00:00,202.86
5/8/2019 16:00:00,202.9
5/9/2019 16:00:00,200.72
5/10/2019 16:00:00,197.18
5/13/2019 16:00:00,185.72
5/14/2019 16:00:00,188.66
5/15/2019 16:00:00,190.92
5/16/2019 16:00:00,190.08
5/17/2019 16:00:00,189
5/20/2019 16:00:00,183.09
5/21/2019 16:00:00,186.6
5/22/2019 16:00:00,182.78
5/23/2019 16:00:00,179.66
5/24/2019 16:00:00,178.97
5/28/2019 16:00:00,178.23
5/29/2019 16:00:00,177.38
5/30/2019 16:00:00,178.3
5/31/2019 16:00:00,175.07
6/3/2019 16:00:00,173.3
6/4/2019 16:00:00,179.64
6/5/2019 16:00:00,182.54
6/6/2019 16:00:00,185.22
6/7/2019 16:00:00,190.15
6/10/2019 16:00:00,192.58
6/11/2019 16:00:00,194.81
6/12/2019 16:00:00,194.19
6/13/2019 16:00:00,194.15
6/14/2019 16:00:00,192.74
6/17/2019 16:00:00,193.89
6/18/2019 16:00:00,198.45
6/19/2019 16:00:00,197.87
6/20/2019 16:00:00,199.46
6/21/2019 16:00:00,198.78
6/24/2019 16:00:00,198.58
6/25/2019 16:00:00,195.57
6/26/2019 16:00:00,199.8
6/27/2019 16:00:00,199.74
6/28/2019 16:00:00,197.92
7/1/2019 16:00:00,201.55
7/2/2019 16:00:00,202.73
7/3/2019 13:00:00,204.41
7/5/2019 16:00:00,204.23
7/8/2019 16:00:00,200.02
7/9/2019 16:00:00,201.24
7/10/2019 16:00:00,203.23
7/11/2019 16:00:00,201.75
7/12/2019 16:00:00,203.3
7/15/2019 16:00:00,205.21
7/16/2019 16:00:00,204.5
7/17/2019 16:00:00,203.35
7/18/2019 16:00:00,205.66
7/19/2019 16:00:00,202.59
7/22/2019 16:00:00,207.22
7/23/2019 16:00:00,208.84
7/24/2019 16:00:00,208.67
7/25/2019 16:00:00,207.02
7/26/2019 16:00:00,207.74
7/29/2019 16:00:00,209.68
7/30/2019 16:00:00,208.78
7/31/2019 16:00:00,213.04
8/1/2019 16:00:00,208.43
8/2/2019 16:00:00,204.02
8/5/2019 16:00:00,193.34
8/6/2019 16:00:00,197
8/7/2019 16:00:00,199.04
8/8/2019 16:00:00,203.43
8/9/2019 16:00:00,200.99
8/12/2019 16:00:00,200.48
8/13/2019 16:00:00,208.97
8/14/2019 16:00:00,202.75
8/15/2019 16:00:00,201.74
8/16/2019 16:00:00,206.5
8/19/2019 16:00:00,210.35
8/20/2019 16:00:00,210.36
8/21/2019 16:00:00,212.64
8/22/2019 16:00:00,212.46
8/23/2019 16:00:00,202.64
8/26/2019 16:00:00,206.49
8/27/2019 16:00:00,204.16
8/28/2019 16:00:00,205.53
8/29/2019 16:00:00,209.01
8/30/2019 16:00:00,208.74
9/3/2019 16:00:00,205.7
9/4/2019 16:00:00,209.19
9/5/2019 16:00:00,213.28
9/6/2019 16:00:00,213.26
9/9/2019 16:00:00,214.17
9/10/2019 16:00:00,216.7
9/11/2019 16:00:00,223.59
9/12/2019 16:00:00,223.09
9/13/2019 16:00:00,218.75
9/16/2019 16:00:00,219.9
9/17/2019 16:00:00,220.7
9/18/2019 16:00:00,222.77
9/19/2019 16:00:00,220.96
9/20/2019 16:00:00,217.73
9/23/2019 16:00:00,218.72
9/24/2019 16:00:00,217.68
9/25/2019 16:00:00,221.03
9/26/2019 16:00:00,219.89
9/27/2019 16:00:00,218.82
9/30/2019 16:00:00,223.97
10/1/2019 16:00:00,224.59
10/2/2019 16:00:00,218.96
10/3/2019 16:00:00,220.82
10/4/2019 16:00:00,227.01
10/7/2019 16:00:00,227.06
10/8/2019 16:00:00,224.4
10/9/2019 16:00:00,227.03
10/10/2019 16:00:00,230.09
10/11/2019 16:00:00,236.21
10/14/2019 16:00:00,235.87
10/15/2019 16:00:00,235.32
10/16/2019 16:00:00,234.37
10/17/2019 16:00:00,235.28
10/18/2019 16:00:00,236.41
10/21/2019 16:00:00,240.51
10/22/2019 16:00:00,239.96
10/23/2019 16:00:00,243.18
10/24/2019 16:00:00,243.58
10/25/2019 16:00:00,246.58
10/28/2019 16:00:00,249.05
10/29/2019 16:00:00,243.29
10/30/2019 16:00:00,243.26
10/31/2019 16:00:00,248.76
11/1/2019 16:00:00,255.82
11/4/2019 16:00:00,257.5
11/5/2019 16:00:00,257.13
11/6/2019 16:00:00,257.24
11/7/2019 16:00:00,259.43
11/8/2019 16:00:00,260.14
11/11/2019 16:00:00,262.2
11/12/2019 16:00:00,261.96
11/13/2019 16:00:00,264.47
11/14/2019 16:00:00,262.64
11/15/2019 16:00:00,265.76
11/18/2019 16:00:00,267.1
11/19/2019 16:00:00,266.29
11/20/2019 16:00:00,263.19
11/21/2019 16:00:00,262.01
11/22/2019 16:00:00,261.78
11/25/2019 16:00:00,266.37
11/26/2019 16:00:00,264.29
11/27/2019 16:00:00,267.84
11/29/2019 13:00:00,267.25
12/2/2019 16:00:00,264.16
12/3/2019 16:00:00,259.45
12/4/2019 16:00:00,261.74
12/5/2019 16:00:00,265.58
12/6/2019 16:00:00,270.71
12/9/2019 16:00:00,266.92
12/10/2019 16:00:00,268.48
12/11/2019 16:00:00,270.77
12/12/2019 16:00:00,271.46
12/13/2019 16:00:00,275.15
12/16/2019 16:00:00,279.86
12/17/2019 16:00:00,280.41
12/18/2019 16:00:00,279.74
12/19/2019 16:00:00,280.02
12/20/2019 16:00:00,279.44
12/23/2019 16:00:00,284
12/24/2019 13:00:00,284.27
12/26/2019 16:00:00,289.91
12/27/2019 16:00:00,289.8
12/30/2019 16:00:00,291.52
12/31/2019 16:00:00,293.65
1/2/2020 16:00:00,300.35
1/3/2020 16:00:00,297.43
1/6/2020 16:00:00,299.8
1/7/2020 16:00:00,298.39
1/8/2020 16:00:00,303.19
1/9/2020 16:00:00,309.63
1/10/2020 16:00:00,310.33
1/13/2020 16:00:00,316.96
1/14/2020 16:00:00,312.68
1/15/2020 16:00:00,311.34
1/16/2020 16:00:00,315.24
1/17/2020 16:00:00,318.73
1/21/2020 16:00:00,316.57
1/22/2020 16:00:00,317.7
1/23/2020 16:00:00,319.23
1/24/2020 16:00:00,318.31
1/27/2020 16:00:00,308.95
1/28/2020 16:00:00,317.69
1/29/2020 16:00:00,324.34
1/30/2020 16:00:00,323.87
1/31/2020 16:00:00,309.51
2/3/2020 16:00:00,308.66
2/4/2020 16:00:00,318.85
2/5/2020 16:00:00,321.45
2/6/2020 16:00:00,325.21
2/7/2020 16:00:00,320.03
2/10/2020 16:00:00,321.55
2/11/2020 16:00:00,319.61
2/12/2020 16:00:00,327.2
2/13/2020 16:00:00,324.87
2/14/2020 16:00:00,324.95
2/18/2020 16:00:00,319
2/19/2020 16:00:00,323.62
2/20/2020 16:00:00,320.3
2/21/2020 16:00:00,313.05
2/24/2020 16:00:00,298.18
2/25/2020 16:00:00,288.08
2/26/2020 16:00:00,292.65
2/27/2020 16:00:00,273.52
2/28/2020 16:00:00,273.36
3/2/2020 16:00:00,298.81
3/3/2020 16:00:00,289.32
3/4/2020 16:00:00,302.74
3/5/2020 16:00:00,292.92
3/6/2020 16:00:00,289.03
3/9/2020 16:00:00,266.17
3/10/2020 16:00:00,285.34
3/11/2020 16:00:00,275.43
3/12/2020 16:00:00,248.23
3/13/2020 16:00:00,277.97
3/16/2020 16:00:00,242.21
3/17/2020 16:00:00,252.86
3/18/2020 16:00:00,246.67
3/19/2020 16:00:00,244.78
3/20/2020 16:00:00,229.24
3/23/2020 16:00:00,224.37
3/24/2020 16:00:00,246.88
3/25/2020 16:00:00,245.52
3/26/2020 16:00:00,258.44
3/27/2020 16:00:00,247.74
3/30/2020 16:00:00,254.81
3/31/2020 16:00:00,254.29
4/1/2020 16:00:00,240.91
4/2/2020 16:00:00,244.93
4/3/2020 16:00:00,241.41
4/6/2020 16:00:00,262.47
4/7/2020 16:00:00,259.43
4/8/2020 16:00:00,266.07
4/9/2020 16:00:00,267.99
4/13/2020 16:00:00,273.25
